Event	ID	Name			Wwise Object Path	Notes
	35571092	Play_When_Triggering_Light_Show_v1			\Lv1PlayPlace\Voicelines\Play_When_Triggering_Light_Show_v1	
	35571095	Play_When_Triggering_Light_Show_v2			\Lv1PlayPlace\Voicelines\Play_When_Triggering_Light_Show_v2	
	94152718	Play_BlockDrop			\Lv1PlayPlace\Play_BlockDrop	
	221383132	Stop_LightOnSound			\Lv1PlayPlace\Stop_LightOnSound	
	499752558	Play_When_PlayPlace_No_Prog_25s			\Lv1PlayPlace\Voicelines\Play_When_PlayPlace_No_Prog_25s	
	831234954	Play_Confetti			\Lv1PlayPlace\Play_Confetti	
	1153064896	Play_Lv1_LightShowMusic			\Lv1PlayPlace\Play_Lv1_LightShowMusic	
	1179790440	Play_When_Entering_Play_Place			\Lv1PlayPlace\Voicelines\Play_When_Entering_Play_Place	
	1219381739	Stop_LightOff_1			\Lv1PlayPlace\Stop_LightOff_1	
	1324211945	Play_SlideDoorOpen_1			\Lv1PlayPlace\Play_SlideDoorOpen_1	
	1440198381	Play_When_Playplace_Clicking_On_Bird			\Lv1PlayPlace\Voicelines\Play_When_Playplace_Clicking_On_Bird	
	1551805630	Play_Poof			\Default Work Unit\Bird\Play_Poof	
	1720188539	Play_BookClose			\Default Work Unit\Play_BookClose	
	1754848386	Stop_Lv1_PlayPlaceMusic			\Lv1PlayPlace\Stop_Lv1_PlayPlaceMusic	
	1852343440	Play_Lv1_PlayPlaceMusic			\Lv1PlayPlace\Play_Lv1_PlayPlaceMusic	
	1903858809	Play_BlockPickUp			\Lv1PlayPlace\Play_BlockPickUp	
	2244407197	Play_BookOpen			\Default Work Unit\Play_BookOpen	
	2280438399	Play_BallImpact			\Lv1PlayPlace\Play_BallImpact	
	2404945126	Play_When_Completing_Clock			\Lv1PlayPlace\Voicelines\Play_When_Completing_Clock	
	2696928905	Play_When_PlayPlace_No_Prog_60s			\Lv1PlayPlace\Voicelines\Play_When_PlayPlace_No_Prog_60s	
	2771828150	Play_PageTurn			\Default Work Unit\Play_PageTurn	
	2797822332	Play_Clock_Tick			\Default Work Unit\Clock\Play_Clock_Tick	
	2897827502	Stop_Clock_Tick			\Default Work Unit\Clock\Stop_Clock_Tick	
	2955987680	Play_Win			\Default Work Unit\Play_Win	
	3025897706	Play_Birds			\Default Work Unit\Bird\Play_Birds	
	3140573545	Play_LightOff_1			\Lv1PlayPlace\Play_LightOff_1	
	3434769657	Stop_Clock_Tick_Reverse			\Default Work Unit\Clock\Stop_Clock_Tick_Reverse	
	3584090578	Play_BirdWing			\Default Work Unit\Bird\Play_BirdWing	
	3661318894	Play_WrongSequence			\Default Work Unit\Play_WrongSequence	
	3765524326	Play_LightOnSound			\Lv1PlayPlace\Play_LightOnSound	
	3830889987	Play_Clock_Tick_Reverse			\Default Work Unit\Clock\Play_Clock_Tick_Reverse	
	4020069969	Play_When_interacting_in_false_order_2nd_time_v1			\Default Work Unit\Voicelines\Play_When_interacting_in_false_order_2nd_time_v1	
	4020069970	Play_When_interacting_in_false_order_2nd_time_v2			\Default Work Unit\Voicelines\Play_When_interacting_in_false_order_2nd_time_v2	
	4020069971	Play_When_interacting_in_false_order_2nd_time_v3			\Default Work Unit\Voicelines\Play_When_interacting_in_false_order_2nd_time_v3	
	4020215174	Stop_Lv1_LightShowMusic			\Lv1PlayPlace\Stop_Lv1_LightShowMusic	
	4069141843	Play_When_interacting_in_false_order_1st_time			\Default Work Unit\Voicelines\Play_When_interacting_in_false_order_1st_time	
	4153846227	Play_XyloC			\Lv1PlayPlace\Xylo\Play_XyloC	
	4153846228	Play_XyloD			\Lv1PlayPlace\Xylo\Play_XyloD	
	4153846229	Play_XyloE			\Lv1PlayPlace\Xylo\Play_XyloE	
	4153846231	Play_XyloG			\Lv1PlayPlace\Xylo\Play_XyloG	
	4293423455	Play_XyloSequence			\Lv1PlayPlace\Xylo\Play_XyloSequence	

Game Parameter	ID	Name			Wwise Object Path	Notes
	185769106	Lv1_LightOn			\Default Work Unit\Lv1_LightOn	

Modulator Envelope	ID	Name			Wwise Object Path	Notes
	19438176	ReverseTick			\Default Work Unit\ReverseTick	
	104031018	PitchUp			\Default Work Unit\PitchUp	
	669948334	BallBounce			\Default Work Unit\BallBounce	
	1033209168	ReverseTick (Custom)				

Effect plug-ins	ID	Name	Type				Notes
	2650249192	Ball_Flanger	Wwise Flanger			
	3326204090	CompressorVoiceline	Wwise Compressor			
	3538682082	VoicelineEQKetro	Wwise Parametric EQ			
	4146709168	VoicelineEQBojana	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	34888650	BookOpen_3	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\BookOpen\BookOpen_3_1CEAC29E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Items\Journal\BookOpen\BookOpen_3		9585
	36334361	Confetti_3	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\Confetti_3_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Items\Lv1_PlayPlace\Confetti\Confetti_3		6134
	36616816	XyloSequence_fixed	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\XyloSequence_fixed_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Items\Lv1_PlayPlace\Xylophone\XyloSequence_fixed		40523
	70057683	LightOn_1	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\LightOn_1_97A1C23A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Items\Lv1_PlayPlace\Light\LightOnSound\LightOn_1		10239
	78914333	Ball_Impact_02	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\BallImpact\Ball_Impact_02_F35DFCFA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Items\Lv1_PlayPlace\Ball\BallBouncy\BallImpact\Ball_Impact_02		10512
	90773825	When_Playplace_Clicking_On_Bird	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\AhhI'mStuck_1EA3B7DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogues\Lv1\When_Playplace_Clicking_On_Bird		315936
	102272868	mus_3-4_125bpm_Level1_S2_Kick	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\mus_3-4_125bpm_Level1\mus_3-4_125bpm_Level1_S2\mus_3-4_125bpm_Level1_S2_Kick_239921B3.wem		\Interactive Music Hierarchy\Default Work Unit\Lv1_PlayPlace\Lv1_PlayPlaceMusic\mus_3-4_125bpm_Level1_S2\mus_3-4_125bpm_Level1_S2_Kick		669747
	102538108	BallBounceNew_5	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\BallBounceNew_5_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Items\Lv1_PlayPlace\Ball\BallBouncy\BallBounceB\BallBounceNew_5		21113
	132293126	mus_3-4_125bpm_Level1_Intro_Kick	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\mus_3-4_125bpm_Level1\mus_3-4_125bpm_Level1_Intro\mus_3-4_125bpm_Level1_Intro_Kick_239921B3.wem		\Interactive Music Hierarchy\Default Work Unit\Lv1_PlayPlace\Lv1_PlayPlaceMusic\mus_3-4_125bpm_Level1_Intro\mus_3-4_125bpm_Level1_Intro_Kick		379115
	139417961	mus_3-4_125bpm_Level1_Tran1_Kick	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\mus_3-4_125bpm_Level1\mus_3-4_125bpm_Level1_Tran1\mus_3-4_125bpm_Level1_Tran1_Kick_239921B3.wem		\Interactive Music Hierarchy\Default Work Unit\Lv1_PlayPlace\Lv1_PlayPlaceMusic\mus_3-4_125bpm_Level1_Tran1\mus_3-4_125bpm_Level1_Tran1_Kick		647712
	139687793	PageTurn_5	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\PageTurn\PageTurn_5_537E647F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Items\Journal\PageTurn\PageTurn_5		8429
	140344036	mus_3-4_125bpm_Level1_Tran1_CMelody_CelloL	D:\NVSWork\Gmae Audio\TruamaWwise\.cache\Windows\SFX\mus_3-4_125bpm_Level1\mus_3-4_125bpm_Level1_Tran1\mus_3-4_125bpm_Level1_Tran1_CMelody_CelloL_239921B3.wem		\Interactive Music Hierarchy\Default Work Unit\Lv1_PlayPlace\Lv1_PlayPlaceMusic\mus_3-4_125bpm_Level1_Tran1\mus_3-4_125bpm_Level1_Tran1_CMelody_CelloL		649922
